Age,Attrition,EmployeeNumber,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus, MonthlyIncome ,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,Yes,741,Female,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1,1,Research Scientist,2,Single,2216,7,Y,Yes,13,3,4,10,4,3,7,7,3,7
36,No,742,Female,Non-Travel,Research & Development,8,3,Life Sciences,1,4,3,Research Director,1,Married,11713,9,Y,No,14,3,1,10,2,3,8,7,0,5
38,No,743,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,3,3,3,Manufacturing Director,3,Single,7861,4,Y,Yes,14,3,4,10,4,4,1,0,0,0
44,No,744,Male,Non-Travel,Research & Development,24,3,Medical,1,1,1,Laboratory Technician,3,Single,3708,2,Y,No,14,3,3,9,5,3,5,2,1,4
47,No,746,Female,Travel_Frequently,Sales,3,3,Medical,4,3,4,Sales Executive,3,Divorced,13770,9,Y,Yes,12,3,4,28,2,2,22,2,11,13
30,No,747,Male,Travel_Rarely,Sales,27,5,Marketing,3,3,2,Sales Executive,4,Divorced,5304,7,Y,No,23,4,4,10,2,2,8,7,7,7
29,No,749,Male,Travel_Rarely,Sales,10,3,Life Sciences,3,3,1,Sales Representative,3,Single,2642,1,Y,No,11,3,3,1,6,3,1,0,0,0
42,Yes,752,Male,Travel_Frequently,Research & Development,19,3,Medical,3,4,1,Research Scientist,3,Divorced,2759,6,Y,Yes,12,3,4,7,2,3,2,2,2,2
43,No,754,Male,Travel_Frequently,Sales,15,3,Life Sciences,4,2,2,Sales Executive,4,Married,6804,3,Y,No,18,3,3,7,5,3,2,2,2,2
34,No,757,Female,Travel_Rarely,Research & Development,8,2,Medical,2,3,2,Healthcare Representative,3,Single,6142,3,Y,No,11,3,4,10,2,3,5,1,4,3
23,No,758,Male,Travel_Rarely,Research & Development,9,1,Medical,2,3,1,Laboratory Technician,1,Married,2500,1,Y,No,14,3,4,5,2,4,4,3,0,2
39,No,760,Female,Travel_Rarely,Human Resources,3,3,Human Resources,3,4,2,Human Resources,2,Married,6389,9,Y,No,15,3,3,12,3,1,8,3,3,6
56,No,762,Male,Travel_Rarely,Research & Development,9,3,Medical,3,3,4,Healthcare Representative,4,Married,11103,7,Y,No,11,3,3,30,1,2,10,7,1,1
40,No,763,Female,Travel_Rarely,Research & Development,2,1,Medical,4,2,1,Research Scientist,4,Single,2342,0,Y,Yes,20,4,4,5,2,2,4,2,2,3
27,No,764,Female,Travel_Rarely,Research & Development,7,3,Medical,4,2,2,Healthcare Representative,1,Single,6811,8,Y,No,19,3,1,9,2,1,7,6,0,7
29,No,766,Male,Travel_Rarely,Sales,10,3,Marketing,4,3,1,Sales Representative,2,Divorced,2297,1,Y,No,14,3,4,2,2,3,2,2,2,2
53,No,769,Male,Travel_Rarely,Research & Development,6,3,Life Sciences,4,3,2,Laboratory Technician,4,Single,2450,2,Y,No,17,3,4,19,4,3,2,2,2,2
35,No,771,Female,Non-Travel,Research & Development,2,4,Life Sciences,4,3,2,Healthcare Representative,1,Divorced,5093,2,Y,No,11,3,1,16,2,4,1,0,0,0
32,No,772,Male,Travel_Frequently,Research & Development,24,4,Life Sciences,1,3,2,Laboratory Technician,4,Married,5309,1,Y,No,15,3,4,10,2,3,10,8,4,7
38,No,773,Male,Travel_Rarely,Research & Development,2,5,Medical,4,3,1,Research Scientist,3,Married,3057,6,Y,Yes,13,3,2,6,0,1,1,0,0,1
34,No,775,Female,Travel_Rarely,Research & Development,8,5,Life Sciences,2,3,2,Manufacturing Director,1,Divorced,5121,3,Y,No,14,3,3,7,3,3,0,0,0,0
52,No,776,Male,Travel_Rarely,Sales,3,4,Marketing,3,2,4,Manager,1,Married,16856,1,Y,No,11,3,1,34,3,4,34,6,1,16
33,Yes,780,Male,Travel_Rarely,Research & Development,1,4,Other,4,3,1,Research Scientist,4,Single,2686,1,Y,Yes,13,3,3,10,2,2,10,9,7,8
25,No,781,Female,Travel_Rarely,Sales,26,1,Medical,3,3,2,Sales Executive,4,Single,6180,1,Y,No,23,4,2,6,5,2,6,5,1,4
45,No,783,Male,Travel_Rarely,Sales,2,2,Technical Degree,2,1,2,Sales Representative,3,Single,6632,0,Y,No,13,3,1,9,3,3,8,7,3,1
23,No,784,Male,Travel_Rarely,Research & Development,10,1,Medical,1,4,1,Research Scientist,3,Single,3505,1,Y,No,18,3,4,2,3,3,2,2,0,2
47,Yes,785,Female,Travel_Frequently,Sales,27,2,Life Sciences,2,4,2,Sales Executive,3,Single,6397,4,Y,Yes,12,3,4,8,2,3,5,4,1,3
34,No,786,Male,Travel_Rarely,Sales,2,3,Other,4,3,2,Sales Executive,4,Single,6274,1,Y,No,22,4,3,6,5,3,6,5,1,4
55,Yes,787,Male,Travel_Rarely,Research & Development,2,3,Medical,4,3,5,Manager,1,Married,19859,5,Y,Yes,13,3,4,24,2,3,5,2,1,4
36,No,789,Male,Non-Travel,Sales,8,4,Life Sciences,1,2,3,Sales Executive,1,Single,7587,1,Y,No,15,3,2,10,1,3,10,7,0,9
52,No,791,Male,Non-Travel,Research & Development,19,4,Medical,4,3,1,Research Scientist,4,Married,4258,0,Y,No,18,3,1,5,3,3,4,3,1,2
26,No,792,Female,Travel_Frequently,Research & Development,1,2,Life Sciences,1,1,1,Laboratory Technician,4,Divorced,4364,3,Y,No,14,3,1,5,2,3,2,2,2,0
29,No,793,Female,Travel_Rarely,Research & Development,27,3,Medical,2,3,2,Healthcare Representative,3,Married,4335,4,Y,No,12,3,1,11,3,2,8,7,1,1
26,Yes,796,Male,Travel_Rarely,Sales,8,3,Technical Degree,4,2,2,Sales Executive,1,Single,5326,6,Y,No,17,3,3,6,2,2,4,3,1,2
34,No,797,Female,Travel_Rarely,Research & Development,1,4,Life Sciences,2,4,1,Research Scientist,4,Single,3280,2,Y,No,16,3,3,10,2,3,4,2,1,3
54,No,799,Female,Travel_Rarely,Research & Development,19,4,Medical,4,3,2,Manufacturing Director,1,Divorced,5485,9,Y,Yes,11,3,2,9,4,3,5,3,1,4
27,No,800,Male,Travel_Frequently,Sales,8,1,Marketing,3,3,2,Sales Executive,4,Married,4342,0,Y,No,19,3,2,5,3,3,4,2,1,1
37,No,802,Female,Travel_Rarely,Research & Development,10,1,Life Sciences,4,3,1,Research Scientist,1,Divorced,2782,0,Y,Yes,13,3,2,6,3,2,5,3,4,3
38,No,803,Female,Travel_Frequently,Research & Development,2,4,Life Sciences,1,4,2,Manufacturing Director,1,Single,5980,6,Y,Yes,12,3,4,17,2,3,15,7,4,12
34,No,804,Female,Travel_Rarely,Research & Development,2,4,Medical,3,2,1,Research Scientist,1,Single,4381,1,Y,No,11,3,3,6,3,3,6,5,1,3
35,No,805,Female,Travel_Rarely,Sales,8,4,Life Sciences,1,3,1,Sales Representative,4,Married,2572,1,Y,No,16,3,2,3,1,2,3,2,0,2
30,No,806,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,4,1,1,Laboratory Technician,3,Married,3833,3,Y,No,21,4,3,7,2,3,2,2,0,2
40,No,807,Female,Travel_Frequently,Research & Development,2,2,Medical,3,4,2,Healthcare Representative,2,Married,4244,1,Y,No,24,4,4,8,2,3,8,7,3,7
34,No,808,Female,Travel_Rarely,Sales,8,2,Life Sciences,3,3,2,Sales Executive,1,Married,6500,5,Y,No,17,3,2,6,1,3,3,2,1,2
42,No,809,Male,Travel_Frequently,Research & Development,8,3,Life Sciences,2,3,5,Manager,4,Divorced,18430,1,Y,No,13,3,2,24,4,2,24,7,14,9
23,Yes,811,Male,Travel_Rarely,Research & Development,6,3,Life Sciences,3,4,1,Laboratory Technician,1,Married,1601,1,Y,Yes,21,4,3,1,2,3,0,0,0,0
24,No,812,Male,Non-Travel,Research & Development,9,3,Life Sciences,3,2,1,Laboratory Technician,2,Divorced,2694,1,Y,No,11,3,3,1,4,3,1,0,0,0
52,No,813,Female,Travel_Rarely,Research & Development,11,4,Life Sciences,4,3,2,Laboratory Technician,3,Married,3149,8,Y,No,20,4,2,9,3,3,5,2,1,4
50,No,815,Male,Travel_Rarely,Research & Development,2,3,Medical,3,3,4,Research Director,3,Married,17639,5,Y,No,16,3,4,30,3,3,4,3,0,3
29,Yes,816,Female,Travel_Rarely,Research & Development,1,2,Life Sciences,2,2,1,Laboratory Technician,1,Married,2319,1,Y,Yes,11,3,4,1,1,3,1,0,0,0
33,No,817,Male,Travel_Rarely,Research & Development,7,3,Medical,3,3,3,Research Director,3,Married,11691,0,Y,No,11,3,4,14,3,4,13,9,3,7
33,Yes,819,Female,Travel_Rarely,Sales,16,3,Marketing,1,3,2,Sales Executive,1,Single,5324,5,Y,No,15,3,3,6,3,3,3,2,0,2
47,No,820,Female,Travel_Rarely,Research & Development,2,2,Other,3,3,4,Manager,4,Married,16752,1,Y,Yes,11,3,3,26,3,2,26,14,3,0
36,No,823,Female,Travel_Rarely,Research & Development,1,3,Other,3,3,2,Manufacturing Director,2,Married,5228,0,Y,No,15,3,1,10,2,3,9,7,0,5
29,No,824,Male,Travel_Rarely,Research & Development,23,2,Life Sciences,3,4,1,Research Scientist,3,Married,2700,1,Y,No,24,4,3,10,3,3,10,7,0,7
58,Yes,825,Male,Travel_Rarely,Research & Development,2,4,Life Sciences,4,3,5,Research Director,2,Single,19246,7,Y,Yes,12,3,4,40,2,3,31,15,13,8
35,No,826,Female,Travel_Rarely,Research & Development,1,4,Life Sciences,4,4,1,Research Scientist,3,Single,2506,3,Y,No,13,3,3,7,0,3,2,2,2,2
42,No,827,Female,Travel_Rarely,Research & Development,1,2,Life Sciences,4,2,2,Manufacturing Director,4,Married,6062,9,Y,Yes,13,3,4,8,4,3,4,3,0,2
28,Yes,828,Male,Travel_Rarely,Research & Development,2,4,Medical,3,3,1,Research Scientist,3,Single,4382,6,Y,No,17,3,4,5,3,2,2,2,2,1
36,No,829,Male,Travel_Rarely,Human Resources,13,3,Human Resources,3,3,1,Human Resources,2,Married,2143,4,Y,No,13,3,2,8,2,3,5,2,0,4
32,No,830,Female,Travel_Rarely,Research & Development,4,3,Life Sciences,3,2,2,Manufacturing Director,3,Married,6162,1,Y,No,12,3,3,14,3,3,14,13,6,8
40,No,832,Male,Travel_Frequently,Research & Development,16,4,Medical,1,2,2,Laboratory Technician,3,Single,5094,6,Y,No,14,3,4,10,6,3,1,0,0,0
30,No,833,Female,Travel_Rarely,Research & Development,2,3,Medical,3,2,2,Manufacturing Director,4,Single,6877,5,Y,Yes,24,4,2,12,4,2,0,0,0,0
45,No,834,Female,Travel_Rarely,Research & Development,2,3,Life Sciences,2,2,1,Research Scientist,3,Single,2274,1,Y,No,14,3,4,1,3,3,1,0,0,0
42,No,836,Male,Travel_Rarely,Research & Development,29,3,Life Sciences,2,3,2,Manufacturing Director,2,Married,4434,1,Y,No,13,3,4,10,3,2,9,8,7,8
38,No,837,Male,Travel_Frequently,Research & Development,12,3,Life Sciences,1,2,2,Healthcare Representative,1,Divorced,6288,2,Y,No,15,3,3,13,3,2,4,3,1,2
34,No,838,Female,Travel_Frequently,Research & Development,16,4,Life Sciences,3,2,1,Research Scientist,4,Single,2553,1,Y,No,16,3,3,6,3,3,5,2,1,3
49,Yes,840,Female,Travel_Rarely,Sales,11,3,Marketing,3,3,3,Sales Executive,4,Married,7654,1,Y,No,18,3,1,9,3,4,9,8,7,7
55,Yes,842,Male,Travel_Rarely,Sales,2,1,Medical,3,3,2,Sales Executive,4,Single,5160,4,Y,No,16,3,3,12,3,2,9,7,7,3
43,No,843,Male,Travel_Rarely,Research & Development,14,2,Life Sciences,2,3,4,Research Director,1,Married,17159,6,Y,No,24,4,3,22,3,3,4,1,1,0
27,No,844,Male,Travel_Rarely,Research & Development,5,1,Technical Degree,3,2,3,Research Director,4,Divorced,12808,1,Y,Yes,16,3,2,9,3,3,9,8,0,8
35,No,845,Male,Travel_Rarely,Research & Development,7,3,Other,3,3,3,Manufacturing Director,3,Single,10221,3,Y,No,21,4,2,17,3,4,8,5,1,6
28,No,846,Female,Travel_Rarely,Sales,2,4,Marketing,2,3,2,Sales Executive,2,Married,4779,1,Y,Yes,20,4,1,8,2,3,8,7,7,5
34,No,847,Male,Travel_Rarely,Human Resources,3,2,Human Resources,3,3,1,Human Resources,4,Married,3737,0,Y,No,19,3,3,4,1,1,3,2,0,2
26,Yes,848,Female,Travel_Frequently,Research & Development,5,2,Medical,3,2,1,Research Scientist,3,Married,2366,1,Y,Yes,14,3,1,8,2,3,8,7,1,7
27,No,850,Male,Non-Travel,Research & Development,3,3,Medical,4,3,1,Research Scientist,4,Married,1706,1,Y,No,11,3,3,0,6,2,0,0,0,0
51,No,851,Female,Travel_Rarely,Sales,26,4,Marketing,1,3,4,Manager,3,Married,16307,2,Y,No,14,3,3,29,2,2,20,6,4,17
44,No,852,Male,Travel_Rarely,Research & Development,4,3,Medical,4,3,2,Healthcare Representative,2,Single,5933,9,Y,No,12,3,4,10,2,2,5,2,2,3
25,No,854,Male,Travel_Rarely,Research & Development,2,1,Medical,1,4,1,Research Scientist,1,Single,3424,7,Y,No,13,3,3,6,3,2,4,3,0,1
33,No,855,Male,Travel_Rarely,Sales,1,3,Medical,1,4,2,Sales Executive,1,Divorced,4037,1,Y,No,22,4,1,9,5,3,9,8,0,8
35,No,856,Female,Travel_Rarely,Research & Development,27,1,Medical,3,2,1,Research Scientist,1,Single,2559,1,Y,No,11,3,4,6,3,2,6,5,1,1
36,No,857,Male,Travel_Rarely,Sales,1,2,Life Sciences,2,3,2,Sales Executive,4,Married,6201,1,Y,Yes,14,3,4,18,1,2,18,14,4,11
32,No,859,Male,Travel_Rarely,Sales,13,4,Life Sciences,2,3,2,Sales Executive,4,Divorced,4403,2,Y,No,11,3,3,8,3,2,5,2,0,3
30,No,861,Male,Travel_Frequently,Research & Development,5,4,Life Sciences,2,2,1,Research Scientist,4,Divorced,3761,9,Y,No,12,3,2,10,3,2,5,4,0,3
53,No,862,Female,Travel_Rarely,Sales,7,2,Marketing,1,2,3,Sales Executive,4,Married,10934,7,Y,Yes,18,3,4,35,3,3,5,2,0,4
45,No,864,Male,Travel_Rarely,Sales,9,3,Marketing,4,3,3,Sales Executive,1,Divorced,10761,4,Y,Yes,12,3,3,18,2,3,5,4,0,2
32,No,865,Female,Travel_Rarely,Research & Development,8,2,Medical,3,4,2,Research Scientist,3,Married,5175,5,Y,No,12,3,3,9,3,2,5,3,1,3
52,No,867,Female,Travel_Frequently,Research & Development,25,4,Medical,3,2,4,Manufacturing Director,4,Married,13826,3,Y,No,22,4,3,31,3,3,9,8,0,0
37,No,868,Male,Travel_Rarely,Sales,16,4,Marketing,4,2,2,Sales Executive,3,Divorced,6334,4,Y,No,19,3,4,9,2,3,1,0,0,0
28,No,869,Male,Travel_Rarely,Human Resources,8,2,Medical,2,2,1,Human Resources,4,Divorced,4936,1,Y,No,13,3,4,6,6,3,5,1,0,4
22,No,872,Male,Travel_Rarely,Research & Development,1,2,Life Sciences,4,2,2,Manufacturing Director,4,Married,4775,6,Y,No,22,4,1,4,2,1,2,2,2,2
44,No,874,Male,Travel_Rarely,Research & Development,8,4,Life Sciences,1,4,1,Laboratory Technician,4,Married,2818,2,Y,Yes,24,4,3,10,2,2,3,2,0,2
42,No,875,Male,Travel_Frequently,Research & Development,2,1,Medical,2,3,1,Research Scientist,4,Single,2515,5,Y,Yes,14,3,4,8,2,3,2,1,2,2
36,No,878,Male,Travel_Rarely,Human Resources,8,3,Life Sciences,1,2,1,Human Resources,1,Married,2342,0,Y,No,21,4,3,6,3,3,5,4,0,3
25,No,879,Male,Travel_Rarely,Sales,3,1,Other,3,3,2,Sales Executive,1,Married,4194,1,Y,Yes,18,3,4,5,3,3,5,3,0,3
35,No,880,Female,Travel_Rarely,Research & Development,9,3,Life Sciences,4,2,3,Manufacturing Director,3,Married,10685,1,Y,Yes,20,4,2,17,2,3,17,14,5,15
35,Yes,881,Female,Travel_Frequently,Research & Development,25,4,Life Sciences,4,3,1,Research Scientist,2,Divorced,2022,1,Y,Yes,19,3,1,10,3,2,10,2,7,8
32,No,882,Male,Non-Travel,Research & Development,1,3,Life Sciences,4,3,1,Laboratory Technician,4,Divorced,2314,0,Y,No,12,3,2,4,2,3,3,0,0,2
25,No,885,Male,Travel_Rarely,Sales,4,1,Marketing,3,2,2,Sales Executive,1,Married,4256,1,Y,No,12,3,1,5,1,4,5,2,0,3
49,No,887,Female,Travel_Rarely,Research & Development,1,3,Technical Degree,3,3,1,Research Scientist,1,Married,3580,2,Y,No,16,3,2,7,2,3,4,2,0,2
24,No,888,Male,Non-Travel,Research & Development,4,1,Life Sciences,1,2,1,Laboratory Technician,4,Married,3162,0,Y,No,17,3,4,6,2,2,5,2,3,4
32,No,889,Male,Travel_Frequently,Sales,5,2,Life Sciences,2,3,2,Sales Executive,2,Married,6524,1,Y,No,14,3,4,10,3,3,10,8,5,3
38,No,893,Male,Travel_Rarely,Sales,9,3,Marketing,2,2,1,Sales Representative,2,Married,2899,0,Y,No,19,3,4,3,3,3,2,2,1,2
42,No,894,Female,Travel_Rarely,Research & Development,3,3,Life Sciences,3,4,2,Laboratory Technician,4,Married,5231,2,Y,Yes,13,3,2,17,1,2,5,3,1,3
31,No,895,Male,Travel_Rarely,Research & Development,11,4,Life Sciences,4,3,1,Research Scientist,4,Married,2356,3,Y,Yes,19,3,2,8,2,3,6,4,0,2
29,Yes,896,Female,Travel_Rarely,Sales,1,3,Medical,2,2,1,Sales Representative,3,Divorced,2800,6,Y,Yes,19,3,3,5,3,3,3,2,0,2
53,No,897,Male,Travel_Rarely,Sales,8,3,Marketing,1,3,4,Sales Executive,4,Married,11836,5,Y,No,14,3,3,28,3,3,2,0,2,2
35,No,899,Male,Travel_Rarely,Research & Development,25,3,Technical Degree,4,2,3,Manufacturing Director,2,Married,10903,3,Y,No,16,3,1,16,2,3,13,10,4,8
37,No,900,Female,Travel_Frequently,Sales,21,2,Medical,3,3,1,Sales Representative,4,Married,2973,5,Y,No,15,3,2,10,3,3,5,4,0,0
53,No,901,Female,Travel_Rarely,Research & Development,23,4,Life Sciences,4,3,4,Research Director,4,Single,14275,6,Y,No,18,3,3,33,0,3,12,9,3,8
43,No,902,Female,Travel_Frequently,Research & Development,1,3,Life Sciences,4,3,2,Healthcare Representative,4,Married,5562,4,Y,No,13,3,2,12,2,2,5,2,2,2
47,No,903,Female,Travel_Rarely,Sales,2,2,Marketing,3,3,2,Sales Executive,4,Married,4537,0,Y,Yes,22,4,1,8,2,3,7,6,7,7
37,No,904,Male,Non-Travel,Sales,19,2,Medical,1,3,3,Sales Executive,2,Single,7642,1,Y,Yes,13,3,4,10,2,3,10,0,0,9
50,No,905,Male,Non-Travel,Research & Development,2,4,Life Sciences,1,3,4,Manager,1,Divorced,17924,1,Y,No,11,3,4,31,3,3,31,6,14,7
39,No,909,Female,Travel_Rarely,Human Resources,2,3,Life Sciences,4,2,2,Human Resources,4,Married,5204,8,Y,No,11,3,3,13,2,3,5,4,0,4
33,No,910,Male,Travel_Rarely,Human Resources,3,2,Human Resources,4,3,1,Human Resources,2,Divorced,2277,3,Y,Yes,11,3,3,7,4,4,4,3,0,3
32,Yes,911,Male,Travel_Rarely,Research & Development,25,4,Life Sciences,1,3,1,Laboratory Technician,4,Single,2795,1,Y,Yes,24,4,3,1,2,1,1,0,0,1
29,No,912,Female,Travel_Rarely,Research & Development,7,1,Medical,1,2,1,Laboratory Technician,4,Divorced,2532,6,Y,No,14,3,3,8,5,3,4,3,0,3
44,No,913,Male,Travel_Rarely,Research & Development,9,2,Life Sciences,2,3,1,Research Scientist,1,Married,2559,1,Y,Yes,13,3,4,8,0,3,8,7,7,1
28,No,916,Male,Travel_Rarely,Sales,5,4,Medical,1,3,2,Sales Executive,4,Single,4908,1,Y,No,14,3,2,4,3,3,4,2,0,2
58,Yes,918,Male,Travel_Frequently,Research & Development,2,1,Life Sciences,4,2,1,Laboratory Technician,4,Divorced,2380,9,Y,Yes,14,3,4,3,3,2,1,0,0,0
43,No,920,Female,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3,2,Manufacturing Director,2,Divorced,4765,4,Y,No,21,4,3,4,2,4,1,0,0,0
20,Yes,922,Female,Travel_Rarely,Sales,2,3,Medical,3,2,1,Sales Representative,3,Single,2044,1,Y,No,13,3,4,2,3,2,2,2,0,2
21,Yes,923,Female,Travel_Rarely,Research & Development,18,1,Other,4,3,1,Research Scientist,4,Single,2693,1,Y,No,19,3,1,1,3,2,1,0,0,0
36,No,924,Male,Travel_Rarely,Research & Development,14,1,Life Sciences,3,3,2,Healthcare Representative,4,Married,6586,0,Y,Yes,17,3,1,17,2,2,16,8,4,11
47,No,925,Female,Travel_Rarely,Sales,2,4,Life Sciences,4,2,1,Sales Representative,4,Single,3294,1,Y,Yes,18,3,1,3,3,2,3,2,1,2
22,Yes,926,Female,Travel_Rarely,Research & Development,3,1,Life Sciences,2,3,2,Manufacturing Director,3,Married,4171,0,Y,Yes,19,3,1,4,3,4,3,2,0,2
41,Yes,927,Female,Travel_Rarely,Research & Development,2,4,Life Sciences,2,1,1,Laboratory Technician,4,Divorced,2778,4,Y,Yes,13,3,3,10,1,2,7,7,1,0
28,No,930,Female,Travel_Rarely,Research & Development,9,3,Medical,3,3,1,Research Scientist,3,Divorced,2377,5,Y,No,18,3,2,6,2,3,2,2,2,2
39,Yes,932,Male,Travel_Rarely,Research & Development,6,3,Medical,4,3,1,Laboratory Technician,1,Married,2404,7,Y,Yes,21,4,4,8,2,1,2,2,2,2
27,No,933,Female,Travel_Rarely,Research & Development,4,3,Life Sciences,2,3,1,Research Scientist,3,Single,2318,1,Y,No,19,3,3,1,2,3,1,1,0,0
34,No,934,Male,Travel_Rarely,Research & Development,10,3,Life Sciences,2,3,1,Laboratory Technician,2,Divorced,2008,1,Y,No,14,3,2,1,3,3,1,0,1,0
42,No,936,Female,Travel_Rarely,Sales,14,2,Medical,3,2,2,Sales Executive,3,Single,6244,7,Y,No,17,3,1,10,6,3,5,4,0,3
33,No,939,Male,Travel_Rarely,Research & Development,1,4,Other,3,2,1,Research Scientist,1,Single,2799,3,Y,Yes,11,3,2,6,1,3,3,2,0,2
58,No,940,Female,Travel_Rarely,Research & Development,5,3,Technical Degree,3,2,3,Healthcare Representative,2,Divorced,10552,2,Y,Yes,13,3,4,24,3,3,6,0,0,4
31,No,941,Male,Travel_Rarely,Sales,7,4,Life Sciences,2,2,1,Sales Representative,3,Married,2329,3,Y,No,15,3,2,13,2,4,7,7,5,2
35,No,942,Female,Travel_Rarely,Research & Development,21,1,Life Sciences,4,3,2,Healthcare Representative,4,Married,4014,1,Y,Yes,25,4,4,10,2,1,10,6,0,7
49,No,944,Female,Travel_Rarely,Research & Development,8,2,Other,1,3,3,Laboratory Technician,2,Married,7403,4,Y,No,11,3,3,29,3,2,26,9,1,7
48,No,945,Male,Travel_Rarely,Research & Development,20,4,Medical,4,3,1,Research Scientist,3,Married,2259,4,Y,No,17,3,1,13,2,2,0,0,0,0
31,No,947,Female,Non-Travel,Sales,20,2,Marketing,4,3,2,Sales Executive,3,Married,6932,1,Y,No,13,3,4,9,2,2,9,8,0,0
36,No,949,Male,Travel_Rarely,Research & Development,7,4,Other,2,3,1,Research Scientist,4,Single,4678,2,Y,No,18,3,3,8,6,3,6,2,0,1
38,No,950,Female,Travel_Rarely,Research & Development,1,3,Technical Degree,4,3,3,Research Director,1,Married,13582,1,Y,No,13,3,2,15,3,3,15,12,5,11
32,No,951,Female,Non-Travel,Research & Development,1,3,Life Sciences,3,2,1,Laboratory Technician,2,Married,2332,6,Y,No,20,4,3,5,3,3,3,0,0,2
25,Yes,952,Male,Travel_Rarely,Sales,19,2,Marketing,3,2,1,Sales Representative,2,Married,2413,1,Y,Yes,18,3,3,1,2,3,1,0,0,0
40,No,954,Male,Travel_Rarely,Sales,10,4,Marketing,1,2,3,Sales Executive,2,Divorced,9705,2,Y,No,12,3,2,11,2,2,1,0,0,0
26,No,956,Male,Travel_Frequently,Sales,1,3,Medical,3,2,2,Sales Executive,1,Single,4294,1,Y,No,12,3,2,7,2,3,7,7,0,7
41,No,957,Male,Travel_Rarely,Research & Development,6,3,Medical,4,3,1,Laboratory Technician,1,Single,4721,2,Y,Yes,13,3,3,20,3,3,18,13,2,17
36,No,958,Male,Travel_Rarely,Research & Development,2,4,Medical,3,3,1,Laboratory Technician,3,Single,2519,4,Y,No,21,4,3,16,6,3,11,8,3,9
19,Yes,959,Male,Travel_Rarely,Sales,21,3,Other,4,2,1,Sales Representative,2,Single,2121,1,Y,Yes,13,3,2,1,3,4,1,0,0,0
20,Yes,960,Male,Travel_Rarely,Research & Development,4,3,Technical Degree,1,3,1,Laboratory Technician,1,Single,2973,1,Y,No,19,3,2,1,2,3,1,0,0,0
31,No,961,Female,Travel_Rarely,Research & Development,12,3,Medical,4,3,2,Healthcare Representative,4,Married,5855,0,Y,Yes,11,3,3,10,2,1,9,7,8,5
40,No,964,Male,Travel_Frequently,Research & Development,9,4,Medical,4,3,1,Research Scientist,2,Divorced,3617,8,Y,Yes,14,3,4,3,2,3,1,1,0,0
32,No,966,Female,Travel_Rarely,Research & Development,3,4,Medical,3,3,2,Manufacturing Director,1,Married,6725,1,Y,No,12,3,3,8,2,4,8,7,6,3
36,Yes,967,Male,Travel_Rarely,Sales,3,1,Life Sciences,3,2,3,Sales Executive,4,Married,10325,1,Y,Yes,11,3,1,16,6,3,16,7,3,7
33,No,969,Female,Travel_Rarely,Research & Development,1,3,Life Sciences,2,2,2,Healthcare Representative,4,Single,6949,0,Y,No,14,3,1,6,3,3,5,0,1,4
37,Yes,970,Male,Travel_Rarely,Sales,1,4,Life Sciences,1,2,3,Sales Executive,3,Married,10609,5,Y,No,11,3,3,17,2,1,14,1,11,7
45,No,972,Male,Non-Travel,Research & Development,4,2,Life Sciences,3,3,2,Laboratory Technician,2,Married,4447,1,Y,No,12,3,2,9,5,2,9,7,0,8
29,No,974,Female,Travel_Frequently,Sales,20,3,Technical Degree,3,3,1,Sales Representative,4,Married,2157,1,Y,No,15,3,2,3,5,3,3,1,0,2
35,No,975,Female,Travel_Rarely,Sales,18,3,Medical,3,3,2,Sales Executive,3,Married,4601,1,Y,No,16,3,2,5,3,3,5,2,1,0
52,No,976,Male,Travel_Rarely,Research & Development,1,2,Life Sciences,4,3,4,Manager,4,Married,17099,2,Y,No,15,3,2,26,2,2,9,8,7,8
58,Yes,977,Male,Travel_Rarely,Research & Development,2,3,Technical Degree,4,3,1,Research Scientist,3,Single,2479,4,Y,No,24,4,1,7,4,3,1,0,0,0
53,No,981,Male,Travel_Rarely,Sales,2,2,Medical,3,3,4,Manager,3,Divorced,14852,6,Y,No,13,3,3,22,3,4,17,13,15,2
30,No,982,Male,Travel_Rarely,Sales,8,2,Other,3,3,3,Sales Executive,3,Divorced,7264,5,Y,No,11,3,1,10,2,4,8,4,7,7
38,No,983,Female,Non-Travel,Sales,10,3,Technical Degree,3,3,2,Sales Executive,4,Single,5666,1,Y,Yes,13,3,2,6,1,3,5,3,1,3
35,No,984,Male,Travel_Rarely,Sales,3,4,Life Sciences,4,3,3,Sales Executive,4,Divorced,7823,6,Y,No,13,3,2,12,2,3,10,9,0,8
39,No,985,Male,Travel_Rarely,Sales,2,5,Life Sciences,1,4,3,Sales Executive,3,Single,7880,0,Y,No,18,3,4,9,3,3,8,7,0,7
